table_name,table_description_ko,table_description_en,domain,keywords,sample_queries
IP_PRODUCT_INV_4_REQUIREMENT,제품 INV REQUIREMENT 테이블. 제품 관련 정보를 관리한다.,Product INV REQUIREMENT table. Manages product inv requirement information.,생산,INV PRODUCT REQUIREMENT 라인 생산 제품,제품 정보 조회|제품 현황
IP_PRODUCT_ISSUE_PID_SCAN,제품 출고 PID SCAN 테이블. 제품 관련 정보를 관리한다.,Product Issue PID table. Manages product issue pid information.,생산,ISSUE PID PRODUCT SCAN 라인 생산 제품 출고,제품 정보 조회|제품 현황
IP_PRODUCT_LASER_MARKING,제품 LASER MARKING 테이블. 제품 관련 정보를 관리한다.,Product LASER MARKING table. Manages product laser marking information.,생산,LASER MARKING PRODUCT 라인 생산 제품,제품 정보 조회|제품 현황
IP_PRODUCT_LINE,제품 라인 테이블. 제품 관련 정보를 관리한다.,Product Line table. Manages product line information.,생산,LINE PRODUCT 라인 생산 제품,제품 정보 조회|제품 현황
IP_PRODUCT_LINE_BARCODE,제품 라인 바코드 테이블. 제품 관련 정보를 관리한다.,Product Line Barcode table. Manages product line barcode information.,생산,BARCODE LINE PRODUCT 라인 바코드 생산 제품,제품 정보 조회|제품 현황
IP_PRODUCT_LINE_CALENDAR,제품 라인 CALENDAR 테이블. 제품 관련 정보를 관리한다.,Product Line CALENDAR table. Manages product line calendar information.,생산,CALENDAR LINE PRODUCT 라인 생산 제품,제품 정보 조회|제품 현황
IP_PRODUCT_LINE_CAPACITY,제품 라인 CAPACITY 테이블. 제품 관련 정보를 관리한다.,Product Line CAPACITY table. Manages product line capacity information.,생산,CAPACITY LINE PRODUCT 라인 생산 제품,제품 정보 조회|제품 현황
IP_PRODUCT_LINE_MACHINE_MAP,제품 라인 설비 MAP 테이블. 제품 관련 정보를 관리한다.,Product Line Machine table. Manages product line machine information.,생산,LINE MACHINE MAP PRODUCT 라인 생산 설비 제품,제품 정보 조회|제품 현황
IP_PRODUCT_LINE_RESULT,제품 라인 실적 테이블. 제품 라인 실적 데이터를 기록한다.,Product Line result table. Stores product line result data.,생산,LINE PRODUCT RESULT 라인 생산 실적 제품,제품 실적 조회|일일 제품 실적
IP_PRODUCT_LINE_TARGET,제품 라인 목표 테이블. 제품 관련 정보를 관리한다.,Product Line Target table. Manages product line target information.,생산,LINE PRODUCT TARGET 라인 목표 생산 제품,제품 정보 조회|제품 현황
IP_PRODUCT_MAGAZINE,제품 MAGAZINE 테이블. 제품 관련 정보를 관리한다.,Product MAGAZINE table. Manages product magazine information.,생산,MAGAZINE PRODUCT 라인 생산 제품,제품 정보 조회|제품 현황
IP_PRODUCT_MAGAZINE_HIS,제품 MAGAZINE HIS 테이블. 제품 관련 정보를 관리한다.,Product MAGAZINE HIS table. Manages product magazine his information.,생산,HIS MAGAZINE PRODUCT 라인 생산 제품,제품 정보 조회|제품 현황
IP_PRODUCT_MAGAZINE_MASTER,제품 MAGAZINE 마스터 테이블. 제품 MAGAZINE 정보를 관리한다.,Product MAGAZINE master table. Manages product magazine information.,생산,MAGAZINE MASTER PRODUCT 라인 마스터 생산 제품,제품 정보 조회|제품 목록
IP_PRODUCT_MAINFLASH_VERSION,제품 MAINFLASH 버전 테이블. 제품 관련 정보를 관리한다.,Product MAINFLASH Version table. Manages product mainflash version information.,생산,MAINFLASH PRODUCT VERSION 라인 버전 생산 제품,제품 정보 조회|제품 현황
IP_PRODUCT_MAOI_DAILY_RESULTS,제품 MAOI 일일 RESULTS 테이블. 제품 관련 정보를 관리한다.,Product MAOI Daily table. Manages product maoi daily information.,생산,DAILY MAOI PRODUCT RESULTS 라인 생산 일일 제품,제품 정보 조회|제품 현황
IP_PRODUCT_MCN_CALENDAR,제품 MCN CALENDAR 테이블. 제품 관련 정보를 관리한다.,Product MCN CALENDAR table. Manages product mcn calendar information.,생산,CALENDAR MCN PRODUCT 라인 생산 제품,제품 정보 조회|제품 현황
IP_PRODUCT_MI_MONTH_PLAN,제품 MI MONTH 계획 테이블. 제품 계획 정보를 관리한다.,Product MI MONTH table. Manages product mi month information.,생산,MI MONTH PLAN PRODUCT 계획 라인 생산 제품,제품 계획 조회|당일 제품 계획
IP_PRODUCT_MI_PLAN,제품 MI 계획 테이블. 제품 계획 정보를 관리한다.,Product MI Plan table. Manages product mi plan information.,생산,MI PLAN PRODUCT 계획 라인 생산 제품,제품 계획 조회|당일 제품 계획
IP_PRODUCT_MOBILIZATION,제품 MOBILIZATION 테이블. 제품 관련 정보를 관리한다.,Product MOBILIZATION table. Manages product mobilization information.,생산,MOBILIZATION PRODUCT 라인 생산 제품,제품 정보 조회|제품 현황
IP_PRODUCT_MODEL_CT_MASTER,제품 모델 CT 마스터 테이블. 제품 모델 CT 정보를 관리한다.,Product Model CT master table. Manages product model ct information.,생산,CT MASTER MODEL PRODUCT 라인 마스터 모델 생산 제품,제품 정보 조회|제품 목록
IP_PRODUCT_MODEL_INSPECTION,제품 모델 INSPECTION 테이블. 제품 관련 정보를 관리한다.,Product Model INSPECTION table. Manages product model inspection information.,생산,INSPECTION MODEL PRODUCT 라인 모델 생산 제품,제품 정보 조회|제품 현황
IP_PRODUCT_MODEL_MASTER,제품 모델 마스터 테이블. 제품 모델 정보를 관리한다.,Product Model master table. Manages product model information.,생산,MASTER MODEL PRODUCT 라인 마스터 모델 생산 제품,제품 정보 조회|제품 목록
IP_PRODUCT_MODEL_MASTER_ATTRIBUTES,제품 모델 마스터 테이블. 제품 모델 정보를 관리한다.,Product Model master table. Manages product model information.,생산,ATTRIBUTES MASTER MODEL PRODUCT 라인 마스터 모델 생산 제품,제품 정보 조회|제품 목록
IP_PRODUCT_MODEL_MASTER_MD_MODEL,제품 모델 마스터 테이블. 제품 모델 정보를 관리한다.,Product Model master table. Manages product model information.,생산,MASTER MD MODEL PRODUCT 라인 마스터 모델 생산 제품,제품 정보 조회|제품 목록
IP_PRODUCT_MODEL_MICOM_HISOTRY,제품 모델 MICOM HISOTRY 테이블. 제품 관련 정보를 관리한다.,Product Model MICOM table. Manages product model micom information.,생산,HISOTRY MICOM MODEL PRODUCT 라인 모델 생산 제품,제품 정보 조회|제품 현황
IP_PRODUCT_MODEL_OTP,제품 모델 OTP 테이블. 제품 관련 정보를 관리한다.,Product Model OTP table. Manages product model otp information.,생산,MODEL OTP PRODUCT 라인 모델 생산 제품,제품 정보 조회|제품 현황
IP_PRODUCT_MODEL_ST_MASTER,제품 모델 ST 마스터 테이블. 제품 모델 ST 정보를 관리한다.,Product Model ST master table. Manages product model st information.,생산,MASTER MODEL PRODUCT ST 라인 마스터 모델 생산 제품,제품 정보 조회|제품 목록
IP_PRODUCT_MOLD_CALENDAR,제품 금형 CALENDAR 테이블. 제품 관련 정보를 관리한다.,Product Mold CALENDAR table. Manages product mold calendar information.,생산,CALENDAR MOLD PRODUCT 금형 라인 생산 제품,제품 정보 조회|제품 현황
IP_PRODUCT_OEMBOX_MASTER,제품 OEMBOX 마스터 테이블. 제품 OEMBOX 정보를 관리한다.,Product OEMBOX master table. Manages product oembox information.,생산,MASTER OEMBOX PRODUCT 라인 마스터 생산 제품,제품 정보 조회|제품 목록
IP_PRODUCT_PACK_ASSY_MASTER,제품 PACK ASSY 마스터 테이블. 제품 PACK ASSY 정보를 관리한다.,Product PACK ASSY master table. Manages product pack assy information.,생산,ASSY MASTER PACK PRODUCT 라인 마스터 생산 제품,제품 정보 조회|제품 목록
IP_PRODUCT_PACK_MASTER,제품 PACK 마스터 테이블. 제품 PACK 정보를 관리한다.,Product PACK master table. Manages product pack information.,생산,MASTER PACK PRODUCT 라인 마스터 생산 제품,제품 정보 조회|제품 목록
IP_PRODUCT_PACK_MASTER_DEL,제품 PACK 마스터 테이블. 제품 PACK 정보를 관리한다.,Product PACK master table. Manages product pack information.,생산,DEL MASTER PACK PRODUCT 라인 마스터 생산 제품,제품 정보 조회|제품 목록
IP_PRODUCT_PACK_SCAN_HISTORY,제품 PACK SCAN 이력 테이블. 제품 PACK SCAN 변경/처리 이력을 기록한다.,Product PACK SCAN history table. Records product pack scan change history.,생산,HISTORY PACK PRODUCT SCAN 라인 생산 이력 제품,제품 이력 조회|제품 변경 이력
IP_PRODUCT_PACK_SERIAL,제품 PACK SERIAL 테이블. 제품 관련 정보를 관리한다.,Product PACK SERIAL table. Manages product pack serial information.,생산,PACK PRODUCT SERIAL 라인 생산 제품,제품 정보 조회|제품 현황
IP_PRODUCT_PACK_SERIAL_DEL,제품 PACK SERIAL DEL 테이블. 제품 관련 정보를 관리한다.,Product PACK SERIAL table. Manages product pack serial information.,생산,DEL PACK PRODUCT SERIAL 라인 생산 제품,제품 정보 조회|제품 현황
IP_PRODUCT_PCB_DEPARTURE,제품 PCB DEPARTURE 테이블. 제품 관련 정보를 관리한다.,Product PCB DEPARTURE table. Manages product pcb departure information.,생산,DEPARTURE PCB PRODUCT 라인 생산 제품,제품 정보 조회|제품 현황
IP_PRODUCT_PCB_DEPARTURE_LOAD,제품 PCB DEPARTURE LOAD 테이블. 제품 관련 정보를 관리한다.,Product PCB DEPARTURE table. Manages product pcb departure information.,생산,DEPARTURE LOAD PCB PRODUCT 라인 생산 제품,제품 정보 조회|제품 현황
IP_PRODUCT_PCB_PURIFYING,제품 PCB PURIFYING 테이블. 제품 관련 정보를 관리한다.,Product PCB PURIFYING table. Manages product pcb purifying information.,생산,PCB PRODUCT PURIFYING 라인 생산 제품,제품 정보 조회|제품 현황
IP_PRODUCT_PCB_SCAN_MASTER,제품 PCB SCAN 마스터 테이블. 제품 PCB SCAN 정보를 관리한다.,Product PCB SCAN master table. Manages product pcb scan information.,생산,MASTER PCB PRODUCT SCAN 라인 마스터 생산 제품,제품 정보 조회|제품 목록
IP_PRODUCT_PCB_SCAN_MASTER_MT,제품 PCB SCAN 마스터 테이블. 제품 PCB SCAN 정보를 관리한다.,Product PCB SCAN master table. Manages product pcb scan information.,생산,MASTER MT PCB PRODUCT SCAN 라인 마스터 생산 제품,제품 정보 조회|제품 목록
IP_PRODUCT_PDA_SCAN_MASTER,제품 PDA SCAN 마스터 테이블. 제품 PDA SCAN 정보를 관리한다.,Product PDA SCAN master table. Manages product pda scan information.,생산,MASTER PDA PRODUCT SCAN 라인 마스터 생산 제품,제품 정보 조회|제품 목록
IP_PRODUCT_PIDCHECK_HISTORY,제품 PIDCHECK 이력 테이블. 제품 PIDCHECK 변경/처리 이력을 기록한다.,Product PIDCHECK history table. Records product pidcheck change history.,생산,HISTORY PIDCHECK PRODUCT 라인 생산 이력 제품,제품 이력 조회|제품 변경 이력
IP_PRODUCT_PREPARE_IMAGE,제품 PREPARE 이미지 테이블. 제품 관련 정보를 관리한다.,Product PREPARE Image table. Manages product prepare image information.,생산,IMAGE PREPARE PRODUCT 라인 생산 이미지 제품,제품 정보 조회|제품 현황
IP_PRODUCT_PREPARE_LIST,제품 PREPARE LIST 테이블. 제품 관련 정보를 관리한다.,Product PREPARE LIST table. Manages product prepare list information.,생산,LIST PREPARE PRODUCT 라인 생산 제품,제품 정보 조회|제품 현황
IP_PRODUCT_PREPARE_MASTER,제품 PREPARE 마스터 테이블. 제품 PREPARE 정보를 관리한다.,Product PREPARE master table. Manages product prepare information.,생산,MASTER PREPARE PRODUCT 라인 마스터 생산 제품,제품 정보 조회|제품 목록
IP_PRODUCT_REINPUT_RESULT,제품 REINPUT 실적 테이블. 제품 REINPUT 실적 데이터를 기록한다.,Product REINPUT result table. Stores product reinput result data.,생산,PRODUCT REINPUT RESULT 라인 생산 실적 제품,제품 실적 조회|일일 제품 실적
IP_PRODUCT_REPAIR,제품 수리 테이블. 제품 관련 정보를 관리한다.,Product Repair table. Manages product repair information.,생산,PRODUCT REPAIR 라인 생산 수리 제품,제품 정보 조회|제품 현황
IP_PRODUCT_RESULT,제품 실적 테이블. 제품 실적 데이터를 기록한다.,Product result table. Stores product result data.,생산,PRODUCT RESULT 라인 생산 실적 제품,제품 실적 조회|일일 제품 실적
IP_PRODUCT_RESULT_BARCODE,제품 바코드 실적 테이블. 제품 바코드 실적 데이터를 기록한다.,Product Barcode result table. Stores product barcode result data.,생산,BARCODE PRODUCT RESULT 라인 바코드 생산 실적 제품,제품 실적 조회|일일 제품 실적
IP_PRODUCT_RESULT_HISTORY,제품 실적/결과 이력 테이블. 제품 실적/결과 변경/처리 이력을 기록한다.,Product Result history table. Records product result change history.,생산,HISTORY PRODUCT RESULT 라인 생산 실적 이력 제품,제품 이력 조회|제품 변경 이력
IP_PRODUCT_REWORK_RESULT,제품 REWORK 실적 테이블. 제품 REWORK 실적 데이터를 기록한다.,Product REWORK result table. Stores product rework result data.,생산,PRODUCT RESULT REWORK 라인 생산 실적 제품,제품 실적 조회|일일 제품 실적
IP_PRODUCT_ROUTING,제품 ROUTING 테이블. 제품 관련 정보를 관리한다.,Product ROUTING table. Manages product routing information.,생산,PRODUCT ROUTING 라인 생산 제품,제품 정보 조회|제품 현황
IP_PRODUCT_ROUTING_MASTER,제품 ROUTING 마스터 테이블. 제품 ROUTING 정보를 관리한다.,Product ROUTING master table. Manages product routing information.,생산,MASTER PRODUCT ROUTING 라인 마스터 생산 제품,제품 정보 조회|제품 목록
IP_PRODUCT_RUNNING_HIST,제품 RUNNING 이력 테이블. 제품 RUNNING 변경/처리 이력을 기록한다.,Product RUNNING history table. Records product running change history.,생산,HIST PRODUCT RUNNING 라인 생산 이력 제품,제품 이력 조회|제품 변경 이력
IP_PRODUCT_RUN_CARD,제품 런 카드 테이블. 제품 관련 정보를 관리한다.,Product Run Card table. Manages product run card information.,생산,CARD PRODUCT RUN 라인 생산 제품 카드,제품 정보 조회|제품 현황
IP_PRODUCT_RUN_CARD_CLOSE,제품 런 카드 CLOSE 테이블. 제품 관련 정보를 관리한다.,Product Run Card table. Manages product run card information.,생산,CARD CLOSE PRODUCT RUN 라인 생산 제품 카드,제품 정보 조회|제품 현황
IP_PRODUCT_RUN_CARD_DEL,제품 런 카드 DEL 테이블. 제품 관련 정보를 관리한다.,Product Run Card table. Manages product run card information.,생산,CARD DEL PRODUCT RUN 라인 생산 제품 카드,제품 정보 조회|제품 현황
IP_PRODUCT_RUN_CARD_DETAIL,제품 런 카드 상세 테이블. 제품 관련 정보를 관리한다.,Product Run Card table. Manages product run card information.,생산,CARD DETAIL PRODUCT RUN 라인 상세 생산 제품 카드,제품 정보 조회|제품 현황
IP_PRODUCT_RUN_CARD_INV,제품 런 카드 INV 테이블. 제품 관련 정보를 관리한다.,Product Run Card table. Manages product run card information.,생산,CARD INV PRODUCT RUN 라인 생산 제품 카드,제품 정보 조회|제품 현황
IP_PRODUCT_RUN_CARD_INV_DEL,제품 런 카드 INV 테이블. 제품 관련 정보를 관리한다.,Product Run Card table. Manages product run card information.,생산,CARD DEL INV PRODUCT RUN 라인 생산 제품 카드,제품 정보 조회|제품 현황
IP_PRODUCT_RUN_CARD_IO,제품 런 카드 IO 테이블. 제품 관련 정보를 관리한다.,Product Run Card table. Manages product run card information.,생산,CARD IO PRODUCT RUN 라인 생산 제품 카드,제품 정보 조회|제품 현황
IP_PRODUCT_RUN_CARD_IO_BACK,제품 런 카드 IO 테이블. 제품 관련 정보를 관리한다.,Product Run Card table. Manages product run card information.,생산,BACK CARD IO PRODUCT RUN 라인 생산 제품 카드,제품 정보 조회|제품 현황
IP_PRODUCT_RUN_CARD_ISSUE,제품 런 카드 출고 테이블. 제품 관련 정보를 관리한다.,Product Run Card table. Manages product run card information.,생산,CARD ISSUE PRODUCT RUN 라인 생산 제품 출고 카드,제품 정보 조회|제품 현황
IP_PRODUCT_RUN_CARD_ISSUE_DEL,제품 런 카드 출고 테이블. 제품 관련 정보를 관리한다.,Product Run Card table. Manages product run card information.,생산,CARD DEL ISSUE PRODUCT RUN 라인 생산 제품 출고 카드,제품 정보 조회|제품 현황
IP_PRODUCT_RUN_CARD_RECEIPT,제품 런 카드 입고 테이블. 제품 관련 정보를 관리한다.,Product Run Card table. Manages product run card information.,생산,CARD PRODUCT RECEIPT RUN 라인 생산 입고 제품 카드,제품 정보 조회|제품 현황
IP_PRODUCT_RUN_CARD_RECEIPT_DEL,제품 런 카드 입고 테이블. 제품 관련 정보를 관리한다.,Product Run Card table. Manages product run card information.,생산,CARD DEL PRODUCT RECEIPT RUN 라인 생산 입고 제품 카드,제품 정보 조회|제품 현황
IP_PRODUCT_RUN_MODEL,제품 런 모델 테이블. 제품 관련 정보를 관리한다.,Product Run Model table. Manages product run model information.,생산,MODEL PRODUCT RUN 라인 모델 생산 제품,제품 정보 조회|제품 현황
IP_PRODUCT_RUN_MODEL_LOG,제품 런 모델 로그 테이블. 제품 런 모델 변경/처리 이력을 기록한다.,Product Run Model log table. Records product run model change history.,생산,LOG MODEL PRODUCT RUN 라인 로그 모델 생산 제품,제품 이력 조회|제품 변경 이력
IP_PRODUCT_SAOI_DAILY_RESULTS,제품 SAOI 일일 RESULTS 테이블. 제품 관련 정보를 관리한다.,Product SAOI Daily table. Manages product saoi daily information.,생산,DAILY PRODUCT RESULTS SAOI 라인 생산 일일 제품,제품 정보 조회|제품 현황
IP_PRODUCT_SCAN_HISTORY,제품 SCAN 이력 테이블. 제품 SCAN 변경/처리 이력을 기록한다.,Product SCAN history table. Records product scan change history.,생산,HISTORY PRODUCT SCAN 라인 생산 이력 제품,제품 이력 조회|제품 변경 이력
IP_PRODUCT_SCAN_INPUT_HISTORY,제품 SCAN INPUT 이력 테이블. 제품 SCAN INPUT 변경/처리 이력을 기록한다.,Product SCAN INPUT history table. Records product scan input change history.,생산,HISTORY INPUT PRODUCT SCAN 라인 생산 이력 제품,제품 이력 조회|제품 변경 이력
IP_PRODUCT_SCAN_MAPPING_HISTORY,제품 SCAN MAPPING 이력 테이블. 제품 SCAN MAPPING 변경/처리 이력을 기록한다.,Product SCAN MAPPING history table. Records product scan mapping change history.,생산,HISTORY MAPPING PRODUCT SCAN 라인 생산 이력 제품,제품 이력 조회|제품 변경 이력
IP_PRODUCT_SCAN_MAPPING_HIST_DEL,제품 SCAN MAPPING 이력 테이블. 제품 SCAN MAPPING 변경/처리 이력을 기록한다.,Product SCAN MAPPING history table. Records product scan mapping change history.,생산,DEL HIST MAPPING PRODUCT SCAN 라인 생산 이력 제품,제품 이력 조회|제품 변경 이력
IP_PRODUCT_SELECTION_DATA_TEMP,제품 SELECTION 데이터 테이블. 제품 SELECTION 관련 데이터를 저장한다.,Product SELECTION data table. Stores product selection data.,생산,DATA PRODUCT SELECTION TEMP 데이터 라인 생산 온도 제품,제품 정보 조회|제품 현황
IP_PRODUCT_SENSOR_ACTUAL,제품 SENSOR 실적 테이블. 제품 관련 정보를 관리한다.,Product SENSOR Actual table. Manages product sensor actual information.,생산,ACTUAL PRODUCT SENSOR 라인 생산 실적 제품,제품 실적 조회|일일 제품 실적
IP_PRODUCT_SENSOR_ACTUAL_BACK,제품 SENSOR 실적 BACK 테이블. 제품 관련 정보를 관리한다.,Product SENSOR Actual table. Manages product sensor actual information.,생산,ACTUAL BACK PRODUCT SENSOR 라인 생산 실적 제품,제품 실적 조회|일일 제품 실적
IP_PRODUCT_SENSOR_ACTUAL_HOUR,제품 SENSOR 실적 HOUR 테이블. 제품 관련 정보를 관리한다.,Product SENSOR Actual table. Manages product sensor actual information.,생산,ACTUAL HOUR PRODUCT SENSOR 라인 생산 실적 제품,제품 실적 조회|일일 제품 실적
IP_PRODUCT_SENSOR_ACTUAL_RUNNO,제품 SENSOR 실적 RUNNO 테이블. 제품 관련 정보를 관리한다.,Product SENSOR Actual table. Manages product sensor actual information.,생산,ACTUAL PRODUCT RUNNO SENSOR 라인 생산 실적 제품,제품 실적 조회|일일 제품 실적
IP_PRODUCT_SENSOR_ACTUAL_TIME,제품 SENSOR 실적 TIME 테이블. 제품 관련 정보를 관리한다.,Product SENSOR Actual table. Manages product sensor actual information.,생산,ACTUAL PRODUCT SENSOR TIME 라인 생산 실적 제품,제품 실적 조회|일일 제품 실적
IP_PRODUCT_SERIAL_RESULT,제품 SERIAL 실적 테이블. 제품 SERIAL 실적 데이터를 기록한다.,Product SERIAL result table. Stores product serial result data.,생산,PRODUCT RESULT SERIAL 라인 생산 실적 제품,제품 실적 조회|일일 제품 실적
IP_PRODUCT_SHIFT_RESULT,제품 SHIFT 실적 테이블. 제품 SHIFT 실적 데이터를 기록한다.,Product SHIFT result table. Stores product shift result data.,생산,PRODUCT RESULT SHIFT 라인 생산 실적 제품,제품 실적 조회|일일 제품 실적
IP_PRODUCT_SMD_MONTH_PLAN,제품 SMD MONTH 계획 테이블. 제품 계획 정보를 관리한다.,Product SMD MONTH table. Manages product smd month information.,생산,MONTH PLAN PRODUCT SMD 계획 라인 생산 제품,제품 계획 조회|당일 제품 계획
IP_PRODUCT_SMD_PLAN,제품 SMD 계획 테이블. 제품 계획 정보를 관리한다.,Product SMD Plan table. Manages product smd plan information.,생산,PLAN PRODUCT SMD 계획 라인 생산 제품,제품 계획 조회|당일 제품 계획
IP_PRODUCT_SMD_PLAN_ISSUE,제품 SMD 계획 출고 테이블. 제품 계획 정보를 관리한다.,Product SMD Plan table. Manages product smd plan information.,생산,ISSUE PLAN PRODUCT SMD 계획 라인 생산 제품 출고,제품 계획 조회|당일 제품 계획
IP_PRODUCT_SOFTWARE_EXCEL,제품 SOFTWARE EXCEL 테이블. 제품 관련 정보를 관리한다.,Product SOFTWARE EXCEL table. Manages product software excel information.,생산,EXCEL PRODUCT SOFTWARE 라인 생산 제품,제품 정보 조회|제품 현황
IP_PRODUCT_SOFTWARE_MASTER,제품 SOFTWARE 마스터 테이블. 제품 SOFTWARE 정보를 관리한다.,Product SOFTWARE master table. Manages product software information.,생산,MASTER PRODUCT SOFTWARE 라인 마스터 생산 제품,제품 정보 조회|제품 목록
IP_PRODUCT_SPEC_CONFIRM_DOC,제품 스펙 CONFIRM DOC 테이블. 제품 관련 정보를 관리한다.,Product Specification CONFIRM table. Manages product specification confirm information.,생산,CONFIRM DOC PRODUCT SPEC 라인 생산 스펙 제품,제품 정보 조회|제품 현황
IP_PRODUCT_SPI_DAILY_RESULTS,제품 SPI 일일 RESULTS 테이블. 제품 관련 정보를 관리한다.,Product SPI Daily table. Manages product spi daily information.,생산,DAILY PRODUCT RESULTS SPI 라인 생산 일일 제품,제품 정보 조회|제품 현황
IP_PRODUCT_SSCD_DATA_CHECK,제품 SSCD 데이터 테이블. 제품 SSCD 관련 데이터를 저장한다.,Product SSCD data table. Stores product sscd data.,생산,CHECK DATA PRODUCT SSCD 검사 데이터 라인 생산 제품,제품 검사 결과|제품 검사 현황
IP_PRODUCT_ST,제품 ST 테이블. 제품 관련 정보를 관리한다.,Product ST table. Manages product st information.,생산,PRODUCT ST 라인 생산 제품,제품 정보 조회|제품 현황
IP_PRODUCT_VI_QC_IMAGE,제품 VI 품질관리 이미지 테이블. 제품 관련 정보를 관리한다.,Product VI Quality Control table. Manages product vi quality control information.,생산,IMAGE PRODUCT VI 라인 생산 이미지 제품 품질관리,제품 정보 조회|제품 현황
IP_PRODUCT_WORKORDER_DOCUMENT,제품 WORKORDER DOCUMENT 테이블. 제품 관련 정보를 관리한다.,Product WORKORDER DOCUMENT table. Manages product workorder document information.,생산,DOCUMENT PRODUCT WORKORDER 라인 생산 제품,제품 정보 조회|제품 현황
IP_PRODUCT_WORKSTAGE,제품 공정 테이블. 제품 관련 정보를 관리한다.,Product Work Stage table. Manages product work stage information.,생산,PRODUCT WORKSTAGE 공정 라인 생산 제품,제품 정보 조회|제품 현황
IP_PRODUCT_WORKSTAGE_INV,제품 공정 INV 테이블. 제품 관련 정보를 관리한다.,Product Work Stage INV table. Manages product work stage inv information.,생산,INV PRODUCT WORKSTAGE 공정 라인 생산 제품,제품 정보 조회|제품 현황
IP_PRODUCT_WORKSTAGE_IO,제품 공정 IO 테이블. 제품 관련 정보를 관리한다.,Product Work Stage IO table. Manages product work stage io information.,생산,IO PRODUCT WORKSTAGE 공정 라인 생산 제품,제품 정보 조회|제품 현황
IP_PRODUCT_WORKSTAGE_IO_DEL,제품 공정 IO DEL 테이블. 제품 관련 정보를 관리한다.,Product Work Stage IO table. Manages product work stage io information.,생산,DEL IO PRODUCT WORKSTAGE 공정 라인 생산 제품,제품 정보 조회|제품 현황
IP_PRODUCT_WORKSTAGE_RESULT,제품 공정 실적 테이블. 제품 공정 실적 데이터를 기록한다.,Product Work Stage result table. Stores product work stage result data.,생산,PRODUCT RESULT WORKSTAGE 공정 라인 생산 실적 제품,제품 실적 조회|일일 제품 실적
IP_PRODUCT_WORKSTAGE_REWORK,제품 공정 REWORK 테이블. 제품 관련 정보를 관리한다.,Product Work Stage REWORK table. Manages product work stage rework information.,생산,PRODUCT REWORK WORKSTAGE 공정 라인 생산 제품,제품 정보 조회|제품 현황
IP_PRODUCT_WORK_QC,제품 작업 품질관리 테이블. 제품 관련 정보를 관리한다.,Product Work Quality Control table. Manages product work quality control information.,생산,PRODUCT WORK 라인 생산 작업 제품 품질관리,제품 정보 조회|제품 현황
IP_PRODUCT_WORK_QC_EXCEL,제품 작업 품질관리 EXCEL 테이블. 제품 관련 정보를 관리한다.,Product Work Quality Control table. Manages product work quality control information.,생산,EXCEL PRODUCT WORK 라인 생산 작업 제품 품질관리,제품 정보 조회|제품 현황
IP_PRODUCT_WORK_QC_IMAGE,제품 작업 품질관리 이미지 테이블. 제품 관련 정보를 관리한다.,Product Work Quality Control table. Manages product work quality control information.,생산,IMAGE PRODUCT WORK 라인 생산 이미지 작업 제품 품질관리,제품 정보 조회|제품 현황
IP_PRODUCT_WORK_QC_REPAIR_ITEM,제품 작업 품질관리 수리 테이블. 제품 관련 정보를 관리한다.,Product Work Quality Control table. Manages product work quality control information.,생산,ITEM PRODUCT REPAIR WORK 라인 생산 수리 작업 제품 품목 품질관리,제품 정보 조회|제품 현황
IP_PRODUCT_WORK_TIME,제품 작업 TIME 테이블. 제품 관련 정보를 관리한다.,Product Work TIME table. Manages product work time information.,생산,PRODUCT TIME WORK 라인 생산 작업 제품,제품 정보 조회|제품 현황
IP_PRODUCT_WRONG_COMPONENT,제품 WRONG COMPONENT 테이블. 제품 관련 정보를 관리한다.,Product WRONG COMPONENT table. Manages product wrong component information.,생산,COMPONENT PRODUCT WRONG 라인 생산 제품,제품 정보 조회|제품 현황
IP_PRODUCT_WRONG_RETURN_PID,제품 WRONG RETURN PID 테이블. 제품 관련 정보를 관리한다.,Product WRONG RETURN table. Manages product wrong return information.,생산,PID PRODUCT RETURN WRONG 라인 생산 제품,제품 정보 조회|제품 현황
IP_PRODUCT_WS_CALENDAR,제품 WS CALENDAR 테이블. 제품 관련 정보를 관리한다.,Product WS CALENDAR table. Manages product ws calendar information.,생산,CALENDAR PRODUCT WS 라인 생산 제품,제품 정보 조회|제품 현황
IP_PRODUCT_WS_CAPACITY,제품 WS CAPACITY 테이블. 제품 관련 정보를 관리한다.,Product WS CAPACITY table. Manages product ws capacity information.,생산,CAPACITY PRODUCT WS 라인 생산 제품,제품 정보 조회|제품 현황
IP_PRODUCT_YEAR_BASE,제품 YEAR BASE 테이블. 제품 관련 정보를 관리한다.,Product YEAR BASE table. Manages product year base information.,생산,BASE PRODUCT YEAR 라인 생산 제품,제품 정보 조회|제품 현황
IP_PROD_MATERIAL_TRACKING_KFC,PROD 자재 TRACKING KFC 테이블. PROD 관련 정보를 관리한다.,PROD Material TRACKING table. Manages prod material tracking information.,생산,KFC MATERIAL PROD TRACKING 라인 생산 자재,PROD 정보 조회|PROD 현황
IP_SHIFT_TIME_MASTER,SHIFT TIME 마스터 테이블. SHIFT TIME 정보를 관리한다.,SHIFT TIME master table. Manages shift time information.,생산,MASTER SHIFT TIME 라인 마스터 생산,SHIFT 정보 조회|SHIFT 목록
